subscription_id,customer_id,plan_id,billing_cycle,subscription_start,subscription_end,subscription_status,discount_percent,created_at
2605,2605,3,Monthly,2023-05-11,2024-02-10,Cancelled,15,2026-07-25 00:18:29.103082
2606,2606,1,Monthly,2025-02-19,,Active,5,2026-07-25 00:18:29.103092
2607,2607,1,Monthly,2024-02-28,2025-06-03,Cancelled,0,2026-07-25 00:18:29.103105
2608,2608,1,Monthly,2024-10-18,,Active,0,2026-07-25 00:18:29.103116
2609,2609,1,Monthly,2023-10-02,,Active,5,2026-07-25 00:18:29.103126
2610,2610,1,Monthly,2023-06-19,,Active,0,2026-07-25 00:18:29.103137
2611,2611,2,Monthly,2023-06-28,,Active,15,2026-07-25 00:18:29.103148
2612,2612,1,Monthly,2024-02-18,,Active,5,2026-07-25 00:18:29.103158
2613,2613,2,Monthly,2024-03-03,,Active,10,2026-07-25 00:18:29.103168
2614,2614,2,Monthly,2024-09-20,,Active,5,2026-07-25 00:18:29.103178
2615,2615,3,Annual,2025-12-10,2026-05-22,Cancelled,15,2026-07-25 00:18:29.103193
2616,2616,4,Annual,2023-11-13,,Active,0,2026-07-25 00:18:29.103217
2617,2617,3,Monthly,2024-03-23,,Active,0,2026-07-25 00:18:29.103230
2618,2618,1,Annual,2025-08-24,,Active,10,2026-07-25 00:18:29.103241
2619,2619,3,Monthly,2025-12-04,,Active,15,2026-07-25 00:18:29.103252
2620,2620,3,Monthly,2023-04-18,2023-08-14,Expired,10,2026-07-25 00:18:29.103267
2621,2621,1,Monthly,2023-08-09,,Active,10,2026-07-25 00:18:29.103277
2622,2622,1,Monthly,2024-06-02,,Active,15,2026-07-25 00:18:29.103287
2623,2623,1,Monthly,2023-04-30,2024-11-02,Expired,15,2026-07-25 00:18:29.103301
2624,2624,1,Monthly,2025-07-11,,Active,15,2026-07-25 00:18:29.103311
2625,2625,2,Monthly,2025-01-28,,Active,15,2026-07-25 00:18:29.103321
2626,2626,1,Monthly,2023-01-28,,Active,10,2026-07-25 00:18:29.103331
2627,2627,2,Monthly,2025-02-20,,Active,10,2026-07-25 00:18:29.103342
2628,2628,1,Monthly,2023-06-05,,Active,5,2026-07-25 00:18:29.103352
2629,2629,2,Monthly,2025-02-01,,Active,5,2026-07-25 00:18:29.103362
2630,2630,2,Monthly,2024-01-29,,Active,10,2026-07-25 00:18:29.103372
2631,2631,3,Annual,2024-04-12,,Active,5,2026-07-25 00:18:29.103382
2632,2632,2,Annual,2025-07-14,,Active,0,2026-07-25 00:18:29.103393
2633,2633,1,Monthly,2025-09-20,,Active,0,2026-07-25 00:18:29.103403
2634,2634,1,Monthly,2023-12-09,,Active,10,2026-07-25 00:18:29.103413
2635,2635,1,Monthly,2025-06-16,,Active,0,2026-07-25 00:18:29.103424
2636,2636,1,Monthly,2023-05-19,,Active,5,2026-07-25 00:18:29.103446
2637,2637,1,Monthly,2025-09-19,,Active,5,2026-07-25 00:18:29.103457
2638,2638,1,Monthly,2025-11-20,,Active,0,2026-07-25 00:18:29.103468
2639,2639,1,Monthly,2025-03-29,2027-03-17,Cancelled,5,2026-07-25 00:18:29.103501
2640,2640,2,Monthly,2024-06-25,,Active,10,2026-07-25 00:18:29.103514
2641,2641,4,Monthly,2024-03-05,,Active,15,2026-07-25 00:18:29.103525
2642,2642,1,Monthly,2025-12-26,2027-06-17,Expired,0,2026-07-25 00:18:29.103540
2643,2643,1,Monthly,2024-12-07,2026-01-16,Expired,5,2026-07-25 00:18:29.103553
2644,2644,1,Monthly,2023-01-13,,Active,10,2026-07-25 00:18:29.103563
2645,2645,3,Monthly,2025-11-23,2026-11-13,Expired,0,2026-07-25 00:18:29.103577
2646,2646,1,Monthly,2025-08-27,2027-03-19,Expired,10,2026-07-25 00:18:29.103590
2647,2647,2,Monthly,2024-04-02,,Active,10,2026-07-25 00:18:29.103620
2648,2648,1,Monthly,2024-03-15,,Active,10,2026-07-25 00:18:29.103632
2649,2649,2,Annual,2024-07-01,,Active,5,2026-07-25 00:18:29.103651
2650,2650,4,Monthly,2024-03-16,,Active,10,2026-07-25 00:18:29.103661
2651,2651,3,Monthly,2023-05-14,2023-10-04,Cancelled,10,2026-07-25 00:18:29.103676
2652,2652,2,Monthly,2025-06-28,,Active,0,2026-07-25 00:18:29.103686
2653,2653,2,Monthly,2025-01-05,,Active,0,2026-07-25 00:18:29.103697
2654,2654,1,Monthly,2024-08-23,,Active,0,2026-07-25 00:18:29.103706
2655,2655,4,Annual,2024-02-10,2024-05-16,Expired,15,2026-07-25 00:18:29.103730
2656,2656,1,Monthly,2024-11-08,,Active,5,2026-07-25 00:18:29.103740
2657,2657,1,Monthly,2023-11-06,,Active,10,2026-07-25 00:18:29.103750
2658,2658,2,Monthly,2024-04-12,,Active,0,2026-07-25 00:18:29.103761
2659,2659,3,Monthly,2025-09-03,,Active,0,2026-07-25 00:18:29.103775
2660,2660,1,Annual,2024-11-09,,Active,10,2026-07-25 00:18:29.103786
2661,2661,1,Monthly,2025-12-14,,Active,0,2026-07-25 00:18:29.103796
2662,2662,1,Annual,2024-07-09,,Active,10,2026-07-25 00:18:29.103808
2663,2663,1,Monthly,2024-09-29,2025-01-01,Cancelled,0,2026-07-25 00:18:29.103823
2664,2664,1,Monthly,2024-10-15,,Active,15,2026-07-25 00:18:29.103832
2665,2665,1,Monthly,2024-04-14,,Active,0,2026-07-25 00:18:29.103843
2666,2666,2,Monthly,2023-07-17,2024-10-06,Cancelled,10,2026-07-25 00:18:29.103856
2667,2667,2,Monthly,2024-09-01,,Active,15,2026-07-25 00:18:29.103867
2668,2668,1,Monthly,2024-12-19,,Active,10,2026-07-25 00:18:29.103877
2669,2669,1,Annual,2025-10-06,,Active,0,2026-07-25 00:18:29.103887
2670,2670,1,Monthly,2024-03-27,2025-12-29,Expired,5,2026-07-25 00:18:29.103901
2671,2671,1,Monthly,2025-06-27,,Active,0,2026-07-25 00:18:29.103912
2672,2672,1,Annual,2025-03-12,2026-05-07,Expired,15,2026-07-25 00:18:29.103927
2673,2673,2,Monthly,2023-07-31,,Active,5,2026-07-25 00:18:29.103938
2674,2674,1,Annual,2023-08-29,,Active,0,2026-07-25 00:18:29.103949
2675,2675,1,Annual,2023-01-11,,Active,5,2026-07-25 00:18:29.103972
2676,2676,1,Annual,2023-04-15,,Active,10,2026-07-25 00:18:29.103983
2677,2677,3,Monthly,2025-03-18,,Active,15,2026-07-25 00:18:29.103993
2678,2678,3,Monthly,2025-01-05,,Active,5,2026-07-25 00:18:29.104004
2679,2679,1,Monthly,2024-08-29,,Active,0,2026-07-25 00:18:29.104015
2680,2680,2,Monthly,2024-09-20,,Active,5,2026-07-25 00:18:29.104026
2681,2681,2,Annual,2025-04-29,,Active,10,2026-07-25 00:18:29.104036
2682,2682,1,Monthly,2025-10-19,,Active,15,2026-07-25 00:18:29.104047
2683,2683,1,Monthly,2023-08-09,,Active,0,2026-07-25 00:18:29.104059
2684,2684,4,Annual,2025-04-29,,Active,10,2026-07-25 00:18:29.104072
2685,2685,2,Monthly,2024-03-25,,Active,10,2026-07-25 00:18:29.104082
2686,2686,3,Annual,2024-03-03,,Active,5,2026-07-25 00:18:29.104092
2687,2687,2,Monthly,2024-12-21,,Active,0,2026-07-25 00:18:29.104105
2688,2688,1,Monthly,2024-03-16,2026-02-01,Expired,5,2026-07-25 00:18:29.104126
2689,2689,3,Monthly,2025-06-20,2026-09-02,Expired,15,2026-07-25 00:18:29.104139
2690,2690,1,Monthly,2025-10-17,,Active,5,2026-07-25 00:18:29.104150
2691,2691,1,Monthly,2023-08-05,,Active,10,2026-07-25 00:18:29.104160
2692,2692,3,Annual,2023-01-15,,Active,15,2026-07-25 00:18:29.104171
2693,2693,2,Monthly,2023-11-24,,Active,0,2026-07-25 00:18:29.104181
2694,2694,1,Monthly,2025-03-07,,Active,10,2026-07-25 00:18:29.104203
2695,2695,1,Monthly,2024-06-30,2025-04-21,Expired,0,2026-07-25 00:18:29.104218
2696,2696,3,Annual,2023-08-06,,Active,15,2026-07-25 00:18:29.104228
2697,2697,3,Monthly,2024-09-03,,Active,15,2026-07-25 00:18:29.104239
2698,2698,2,Monthly,2025-01-21,,Active,5,2026-07-25 00:18:29.104249
2699,2699,1,Annual,2023-10-08,,Active,15,2026-07-25 00:18:29.104260
2700,2700,2,Annual,2024-02-07,2024-07-27,Cancelled,0,2026-07-25 00:18:29.104273
2701,2701,3,Monthly,2025-06-21,2026-02-04,Expired,0,2026-07-25 00:18:29.104288
2702,2702,3,Monthly,2023-04-15,,Active,15,2026-07-25 00:18:29.104298
2703,2703,3,Monthly,2023-09-05,,Active,0,2026-07-25 00:18:29.104309
2704,2704,1,Monthly,2025-02-14,,Active,10,2026-07-25 00:18:29.104329
2705,2705,3,Monthly,2024-01-03,,Active,10,2026-07-25 00:18:29.104339
2706,2706,2,Annual,2024-08-19,,Active,10,2026-07-25 00:18:29.104351
2707,2707,1,Monthly,2024-01-25,,Active,10,2026-07-25 00:18:29.104361
2708,2708,1,Monthly,2023-04-24,,Active,10,2026-07-25 00:18:29.104370
2709,2709,1,Monthly,2023-02-15,,Active,10,2026-07-25 00:18:29.104381
2710,2710,3,Monthly,2024-11-29,2026-02-20,Expired,0,2026-07-25 00:18:29.104397
2711,2711,3,Monthly,2025-05-14,,Active,15,2026-07-25 00:18:29.104408
2712,2712,1,Monthly,2024-11-10,,Active,15,2026-07-25 00:18:29.104418
2713,2713,3,Monthly,2025-04-01,,Active,10,2026-07-25 00:18:29.104427
2714,2714,1,Monthly,2025-09-04,,Active,5,2026-07-25 00:18:29.104448
2715,2715,1,Monthly,2023-01-09,,Active,5,2026-07-25 00:18:29.104457
2716,2716,3,Annual,2023-04-22,,Active,0,2026-07-25 00:18:29.104466
2717,2717,2,Monthly,2025-09-24,,Active,5,2026-07-25 00:18:29.104475
2718,2718,1,Annual,2025-01-05,,Active,10,2026-07-25 00:18:29.104484
2719,2719,1,Monthly,2023-08-03,,Active,15,2026-07-25 00:18:29.104493
2720,2720,1,Monthly,2024-08-07,,Active,0,2026-07-25 00:18:29.104502
2721,2721,2,Monthly,2025-03-14,,Active,5,2026-07-25 00:18:29.104511
2722,2722,1,Monthly,2023-03-21,,Active,10,2026-07-25 00:18:29.104520
2723,2723,3,Monthly,2024-03-26,,Active,5,2026-07-25 00:18:29.104529
2724,2724,1,Annual,2023-09-03,,Active,10,2026-07-25 00:18:29.104538
2725,2725,3,Monthly,2025-03-15,,Active,5,2026-07-25 00:18:29.104548
2726,2726,3,Monthly,2025-12-19,,Active,15,2026-07-25 00:18:29.104558
2727,2727,4,Monthly,2025-10-11,,Active,10,2026-07-25 00:18:29.104568
2728,2728,4,Annual,2024-02-10,,Active,5,2026-07-25 00:18:29.104577
2729,2729,1,Monthly,2023-08-05,,Active,0,2026-07-25 00:18:29.104586
2730,2730,2,Monthly,2024-05-27,,Active,10,2026-07-25 00:18:29.104595
2731,2731,1,Monthly,2025-05-25,,Active,10,2026-07-25 00:18:29.104604
2732,2732,1,Monthly,2023-04-20,,Active,10,2026-07-25 00:18:29.104613
2733,2733,3,Monthly,2023-05-06,,Active,15,2026-07-25 00:18:29.104633
2734,2734,1,Annual,2023-06-11,,Active,0,2026-07-25 00:18:29.104650
2735,2735,2,Monthly,2025-10-07,,Active,5,2026-07-25 00:18:29.104660
2736,2736,1,Monthly,2023-12-20,,Active,0,2026-07-25 00:18:29.104669
2737,2737,1,Monthly,2023-11-01,,Active,5,2026-07-25 00:18:29.104678
2738,2738,1,Monthly,2023-01-29,,Active,10,2026-07-25 00:18:29.104687
2739,2739,2,Monthly,2023-07-14,,Active,5,2026-07-25 00:18:29.104696
2740,2740,1,Monthly,2023-06-29,,Active,10,2026-07-25 00:18:29.104705
2741,2741,1,Annual,2024-07-25,,Active,0,2026-07-25 00:18:29.104715
2742,2742,1,Monthly,2023-03-31,,Active,10,2026-07-25 00:18:29.104724
2743,2743,2,Annual,2023-01-16,,Active,5,2026-07-25 00:18:29.104733
2744,2744,1,Monthly,2025-06-01,,Active,15,2026-07-25 00:18:29.104742
2745,2745,1,Monthly,2024-01-24,,Active,10,2026-07-25 00:18:29.104751
2746,2746,1,Annual,2024-11-12,,Active,10,2026-07-25 00:18:29.104760
2747,2747,1,Monthly,2024-06-27,,Active,15,2026-07-25 00:18:29.104769
2748,2748,1,Monthly,2025-07-30,,Active,15,2026-07-25 00:18:29.104778
2749,2749,2,Monthly,2023-04-30,,Active,10,2026-07-25 00:18:29.104787
2750,2750,2,Monthly,2023-11-16,,Active,10,2026-07-25 00:18:29.104797
2751,2751,2,Monthly,2023-12-09,,Active,5,2026-07-25 00:18:29.104806
2752,2752,2,Monthly,2025-05-06,2026-05-28,Cancelled,5,2026-07-25 00:18:29.104820
2753,2753,3,Monthly,2024-02-20,,Active,0,2026-07-25 00:18:29.104839
2754,2754,3,Monthly,2023-03-25,2024-03-17,Expired,5,2026-07-25 00:18:29.104852
2755,2755,2,Monthly,2025-08-24,2027-08-13,Cancelled,10,2026-07-25 00:18:29.104864
2756,2756,3,Monthly,2023-08-02,,Active,5,2026-07-25 00:18:29.104873
2757,2757,1,Monthly,2024-08-01,,Active,10,2026-07-25 00:18:29.104882
2758,2758,1,Monthly,2025-12-20,,Active,15,2026-07-25 00:18:29.104891
2759,2759,1,Monthly,2023-06-27,,Active,0,2026-07-25 00:18:29.104900
2760,2760,3,Monthly,2024-02-24,2024-06-17,Cancelled,0,2026-07-25 00:18:29.104912
2761,2761,2,Monthly,2023-05-12,,Active,10,2026-07-25 00:18:29.104921
2762,2762,1,Monthly,2024-08-19,,Active,10,2026-07-25 00:18:29.104930
2763,2763,1,Monthly,2024-11-20,,Active,10,2026-07-25 00:18:29.104939
2764,2764,1,Annual,2023-10-14,,Active,5,2026-07-25 00:18:29.104948
2765,2765,1,Monthly,2025-04-21,,Active,10,2026-07-25 00:18:29.104957
2766,2766,2,Monthly,2024-06-06,,Active,15,2026-07-25 00:18:29.104966
2767,2767,1,Monthly,2023-02-12,,Active,0,2026-07-25 00:18:29.104975
2768,2768,1,Monthly,2024-10-26,,Active,10,2026-07-25 00:18:29.105008
2769,2769,2,Monthly,2025-05-09,,Active,10,2026-07-25 00:18:29.105018
2770,2770,1,Monthly,2024-03-22,,Active,15,2026-07-25 00:18:29.105027
2771,2771,1,Monthly,2025-03-17,2026-11-14,Cancelled,5,2026-07-25 00:18:29.105040
2772,2772,2,Monthly,2024-01-06,2024-11-03,Cancelled,0,2026-07-25 00:18:29.105062
2773,2773,1,Monthly,2025-11-26,2026-08-29,Expired,0,2026-07-25 00:18:29.105074
2774,2774,1,Monthly,2025-04-23,,Active,0,2026-07-25 00:18:29.105083
2775,2775,4,Monthly,2025-08-14,,Active,10,2026-07-25 00:18:29.105092
2776,2776,2,Annual,2025-10-11,,Active,10,2026-07-25 00:18:29.105101
2777,2777,2,Monthly,2024-02-15,,Active,10,2026-07-25 00:18:29.105110
2778,2778,2,Monthly,2024-11-14,,Active,10,2026-07-25 00:18:29.105119
2779,2779,1,Monthly,2025-01-15,,Active,0,2026-07-25 00:18:29.105128
2780,2780,1,Annual,2023-05-04,,Active,15,2026-07-25 00:18:29.105138
2781,2781,1,Monthly,2023-04-10,,Active,10,2026-07-25 00:18:29.105147
2782,2782,1,Monthly,2024-03-04,,Active,5,2026-07-25 00:18:29.105156
2783,2783,3,Annual,2025-09-06,,Active,10,2026-07-25 00:18:29.105164
2784,2784,2,Monthly,2025-10-16,2027-10-06,Cancelled,10,2026-07-25 00:18:29.105177
2785,2785,1,Annual,2023-03-01,,Active,10,2026-07-25 00:18:29.105186
2786,2786,3,Monthly,2025-06-19,,Active,0,2026-07-25 00:18:29.105195
2787,2787,1,Monthly,2023-04-05,2024-10-29,Cancelled,10,2026-07-25 00:18:29.105206
2788,2788,2,Monthly,2024-07-02,,Active,5,2026-07-25 00:18:29.105216
2789,2789,1,Monthly,2023-05-01,,Active,10,2026-07-25 00:18:29.105225
2790,2790,1,Monthly,2024-05-21,,Active,10,2026-07-25 00:18:29.105234
2791,2791,1,Annual,2025-09-24,,Active,0,2026-07-25 00:18:29.105243
2792,2792,1,Monthly,2024-05-22,2026-05-07,Expired,5,2026-07-25 00:18:29.105266
2793,2793,4,Monthly,2025-10-09,,Active,10,2026-07-25 00:18:29.105275
2794,2794,2,Monthly,2025-08-24,2027-03-07,Expired,15,2026-07-25 00:18:29.105287
2795,2795,3,Monthly,2024-03-27,,Active,0,2026-07-25 00:18:29.105296
2796,2796,1,Monthly,2023-06-15,,Active,15,2026-07-25 00:18:29.105305
2797,2797,1,Monthly,2025-02-28,,Active,0,2026-07-25 00:18:29.105314
2798,2798,2,Monthly,2025-06-24,,Active,0,2026-07-25 00:18:29.105323
2799,2799,3,Monthly,2024-08-15,,Active,10,2026-07-25 00:18:29.105332
2800,2800,2,Monthly,2023-12-15,,Active,5,2026-07-25 00:18:29.105341
2801,2801,3,Monthly,2024-10-11,,Active,15,2026-07-25 00:18:29.105350
2802,2802,3,Monthly,2023-03-21,,Active,10,2026-07-25 00:18:29.105358
2803,2803,2,Monthly,2024-02-23,,Active,15,2026-07-25 00:18:29.105368
2804,2804,1,Monthly,2024-01-15,,Active,5,2026-07-25 00:18:29.105377
2805,2805,2,Monthly,2024-07-16,,Active,10,2026-07-25 00:18:29.105386
2806,2806,2,Monthly,2023-06-29,,Active,0,2026-07-25 00:18:29.105395
2807,2807,1,Monthly,2024-07-16,,Active,10,2026-07-25 00:18:29.105404
2808,2808,2,Annual,2023-04-29,2024-01-20,Expired,0,2026-07-25 00:18:29.105416
2809,2809,2,Monthly,2024-11-28,,Active,5,2026-07-25 00:18:29.105425
2810,2810,1,Annual,2023-07-14,,Active,5,2026-07-25 00:18:29.105435
2811,2811,1,Monthly,2025-10-31,,Active,15,2026-07-25 00:18:29.105453
2812,2812,1,Monthly,2024-06-14,,Active,15,2026-07-25 00:18:29.105463
2813,2813,2,Monthly,2025-02-23,,Active,0,2026-07-25 00:18:29.105472
2814,2814,4,Annual,2023-11-04,,Active,5,2026-07-25 00:18:29.105481
2815,2815,2,Monthly,2023-09-17,2025-08-30,Cancelled,0,2026-07-25 00:18:29.105494
2816,2816,3,Monthly,2024-12-30,,Active,10,2026-07-25 00:18:29.105503
2817,2817,2,Monthly,2023-02-07,,Active,5,2026-07-25 00:18:29.105512
2818,2818,1,Monthly,2025-04-02,,Active,10,2026-07-25 00:18:29.105521
2819,2819,1,Monthly,2024-09-16,2025-12-15,Expired,15,2026-07-25 00:18:29.105543
2820,2820,3,Monthly,2024-06-06,2024-09-13,Expired,15,2026-07-25 00:18:29.105556
2821,2821,1,Monthly,2023-04-25,,Active,5,2026-07-25 00:18:29.105565
2822,2822,2,Monthly,2025-09-06,2026-03-25,Expired,5,2026-07-25 00:18:29.105577
2823,2823,1,Monthly,2025-01-11,,Active,0,2026-07-25 00:18:29.105586
2824,2824,2,Monthly,2025-03-02,,Active,5,2026-07-25 00:18:29.105597
2825,2825,3,Annual,2025-07-11,,Active,15,2026-07-25 00:18:29.105629
2826,2826,4,Monthly,2024-11-12,,Active,10,2026-07-25 00:18:29.105643
2827,2827,2,Annual,2024-03-09,,Active,5,2026-07-25 00:18:29.105661
2828,2828,1,Monthly,2024-06-13,,Active,10,2026-07-25 00:18:29.105673
2829,2829,3,Monthly,2025-06-19,,Active,10,2026-07-25 00:18:29.105683
2830,2830,1,Monthly,2024-05-09,,Active,0,2026-07-25 00:18:29.105692
2831,2831,2,Monthly,2023-11-24,,Active,0,2026-07-25 00:18:29.105727
2832,2832,2,Annual,2025-08-14,,Active,15,2026-07-25 00:18:29.105739
2833,2833,1,Monthly,2023-07-04,,Active,10,2026-07-25 00:18:29.105750
2834,2834,3,Monthly,2023-09-21,2024-07-13,Expired,5,2026-07-25 00:18:29.105767
2835,2835,1,Monthly,2025-07-30,2026-05-23,Expired,5,2026-07-25 00:18:29.105781
2836,2836,1,Annual,2024-03-08,,Active,0,2026-07-25 00:18:29.105791
2837,2837,1,Monthly,2025-03-01,,Active,15,2026-07-25 00:18:29.105802
2838,2838,1,Monthly,2025-04-18,,Active,15,2026-07-25 00:18:29.105813
2839,2839,3,Monthly,2023-02-10,,Active,0,2026-07-25 00:18:29.105824
2840,2840,4,Monthly,2025-06-06,,Active,0,2026-07-25 00:18:29.105835
2841,2841,4,Monthly,2024-12-06,,Active,5,2026-07-25 00:18:29.105844
2842,2842,2,Monthly,2023-07-06,,Active,15,2026-07-25 00:18:29.105855
2843,2843,2,Monthly,2023-05-15,,Active,0,2026-07-25 00:18:29.105866
2844,2844,1,Monthly,2025-11-04,,Active,15,2026-07-25 00:18:29.105876
2845,2845,2,Monthly,2023-12-12,,Active,15,2026-07-25 00:18:29.105888
2846,2846,3,Monthly,2024-12-05,,Active,5,2026-07-25 00:18:29.105900
2847,2847,1,Monthly,2025-12-04,,Active,15,2026-07-25 00:18:29.105911
2848,2848,1,Monthly,2023-06-06,,Active,0,2026-07-25 00:18:29.105922
2849,2849,1,Annual,2025-10-24,,Active,5,2026-07-25 00:18:29.105933
2850,2850,2,Monthly,2023-08-01,,Active,10,2026-07-25 00:18:29.105962
2851,2851,2,Annual,2024-02-17,,Active,15,2026-07-25 00:18:29.105975
2852,2852,2,Monthly,2025-02-10,,Active,0,2026-07-25 00:18:29.105988
2853,2853,2,Monthly,2023-05-18,,Active,0,2026-07-25 00:18:29.105998
2854,2854,2,Monthly,2023-04-15,,Active,0,2026-07-25 00:18:29.106010
2855,2855,1,Monthly,2023-10-04,2024-03-27,Expired,15,2026-07-25 00:18:29.106028
2856,2856,4,Monthly,2025-08-10,,Active,10,2026-07-25 00:18:29.106038
2857,2857,3,Monthly,2024-06-25,,Active,15,2026-07-25 00:18:29.106049
2858,2858,2,Monthly,2024-04-11,,Active,5,2026-07-25 00:18:29.106061
2859,2859,1,Monthly,2025-01-23,,Active,15,2026-07-25 00:18:29.106070
2860,2860,2,Monthly,2024-07-08,2024-09-01,Expired,15,2026-07-25 00:18:29.106086
2861,2861,1,Monthly,2024-03-22,,Active,5,2026-07-25 00:18:29.106096
2862,2862,1,Monthly,2025-10-26,2027-06-06,Expired,10,2026-07-25 00:18:29.106175
2863,2863,1,Monthly,2024-05-10,2026-03-25,Cancelled,15,2026-07-25 00:18:29.106193
2864,2864,1,Annual,2025-01-21,,Active,0,2026-07-25 00:18:29.106204
2865,2865,1,Monthly,2023-02-14,,Active,5,2026-07-25 00:18:29.106216
2866,2866,2,Monthly,2024-09-27,,Active,5,2026-07-25 00:18:29.106293
2867,2867,2,Annual,2024-02-11,,Active,0,2026-07-25 00:18:29.106308
2868,2868,1,Monthly,2024-09-11,,Active,10,2026-07-25 00:18:29.106318
2869,2869,1,Monthly,2023-12-07,2025-08-24,Expired,0,2026-07-25 00:18:29.106336
2870,2870,3,Monthly,2024-11-26,,Active,15,2026-07-25 00:18:29.106365
2871,2871,1,Annual,2025-04-12,2025-08-03,Expired,0,2026-07-25 00:18:29.106381
2872,2872,1,Monthly,2025-08-10,,Active,0,2026-07-25 00:18:29.106416
2873,2873,3,Monthly,2023-02-02,,Active,15,2026-07-25 00:18:29.106435
2874,2874,1,Monthly,2024-07-01,,Active,5,2026-07-25 00:18:29.106446
2875,2875,2,Monthly,2025-04-11,,Active,5,2026-07-25 00:18:29.106457
2876,2876,1,Monthly,2024-09-06,,Active,15,2026-07-25 00:18:29.106466
2877,2877,2,Monthly,2024-05-29,,Active,15,2026-07-25 00:18:29.106477
2878,2878,3,Monthly,2023-01-22,,Active,10,2026-07-25 00:18:29.106487
2879,2879,1,Monthly,2023-06-09,2025-03-01,Expired,15,2026-07-25 00:18:29.106505
2880,2880,2,Monthly,2024-04-13,,Active,0,2026-07-25 00:18:29.106852
2881,2881,2,Monthly,2024-01-20,,Active,5,2026-07-25 00:18:29.106874
2882,2882,1,Monthly,2024-08-09,,Active,15,2026-07-25 00:18:29.106885
2883,2883,1,Monthly,2023-05-12,,Active,10,2026-07-25 00:18:29.106895
2884,2884,4,Monthly,2025-12-28,,Active,10,2026-07-25 00:18:29.106906
2885,2885,1,Monthly,2025-07-28,2025-10-10,Cancelled,15,2026-07-25 00:18:29.106944
2886,2886,2,Monthly,2024-08-30,,Active,0,2026-07-25 00:18:29.106971
2887,2887,4,Annual,2024-05-17,,Active,10,2026-07-25 00:18:29.106983
2888,2888,1,Monthly,2024-03-01,,Active,10,2026-07-25 00:18:29.106996
2889,2889,3,Monthly,2025-10-16,,Active,15,2026-07-25 00:18:29.107025
2890,2890,1,Monthly,2024-09-23,,Active,15,2026-07-25 00:18:29.107037
2891,2891,4,Monthly,2025-02-25,,Active,15,2026-07-25 00:18:29.107049
2892,2892,1,Monthly,2024-09-03,,Active,10,2026-07-25 00:18:29.107060
2893,2893,1,Monthly,2024-12-03,,Active,5,2026-07-25 00:18:29.107073
2894,2894,1,Monthly,2024-09-09,,Active,10,2026-07-25 00:18:29.107084
2895,2895,1,Monthly,2025-05-24,2025-07-18,Expired,0,2026-07-25 00:18:29.107115
2896,2896,2,Monthly,2023-08-12,,Active,10,2026-07-25 00:18:29.107128
2897,2897,2,Monthly,2025-01-30,,Active,5,2026-07-25 00:18:29.107141
2898,2898,3,Monthly,2025-01-05,2026-03-28,Expired,5,2026-07-25 00:18:29.107159
2899,2899,3,Monthly,2025-02-05,,Active,15,2026-07-25 00:18:29.107170
2900,2900,3,Monthly,2023-08-22,2024-12-13,Cancelled,15,2026-07-25 00:18:29.107185
2901,2901,1,Monthly,2025-07-19,,Active,15,2026-07-25 00:18:29.107197
2902,2902,1,Monthly,2023-11-22,,Active,5,2026-07-25 00:18:29.107207
2903,2903,3,Annual,2025-10-09,,Active,0,2026-07-25 00:18:29.107218
2904,2904,2,Annual,2025-01-20,,Active,5,2026-07-25 00:18:29.107230
2905,2905,4,Monthly,2023-06-13,,Active,15,2026-07-25 00:18:29.107257
2906,2906,1,Monthly,2023-01-22,,Active,5,2026-07-25 00:18:29.107268
2907,2907,1,Monthly,2023-09-16,,Active,5,2026-07-25 00:18:29.107279
2908,2908,1,Monthly,2023-03-02,,Active,5,2026-07-25 00:18:29.107290
2909,2909,1,Monthly,2025-03-25,,Active,0,2026-07-25 00:18:29.107315
2910,2910,3,Monthly,2024-10-11,2025-12-01,Expired,10,2026-07-25 00:18:29.107332
2911,2911,2,Monthly,2024-04-02,,Active,10,2026-07-25 00:18:29.107345
2912,2912,2,Monthly,2025-08-13,,Active,15,2026-07-25 00:18:29.107387
2913,2913,1,Monthly,2024-03-26,,Active,5,2026-07-25 00:18:29.107402
2914,2914,1,Monthly,2024-07-30,,Active,0,2026-07-25 00:18:29.107413
2915,2915,1,Annual,2024-05-27,,Active,10,2026-07-25 00:18:29.107424
2916,2916,1,Monthly,2025-03-25,2026-04-03,Cancelled,15,2026-07-25 00:18:29.107444
2917,2917,2,Monthly,2023-08-22,,Active,0,2026-07-25 00:18:29.107457
2918,2918,1,Annual,2024-04-29,,Active,5,2026-07-25 00:18:29.107469
2919,2919,1,Monthly,2024-05-29,,Active,15,2026-07-25 00:18:29.107480
2920,2920,1,Monthly,2025-07-12,2025-12-24,Expired,0,2026-07-25 00:18:29.107495
2921,2921,1,Monthly,2025-05-18,2026-08-25,Cancelled,15,2026-07-25 00:18:29.107510
2922,2922,1,Monthly,2023-10-27,,Active,5,2026-07-25 00:18:29.107520
2923,2923,2,Monthly,2024-10-24,2025-05-14,Expired,0,2026-07-25 00:18:29.107535
2924,2924,3,Annual,2024-01-31,,Active,10,2026-07-25 00:18:29.107546
2925,2925,2,Annual,2023-08-25,2024-04-24,Expired,5,2026-07-25 00:18:29.107562
2926,2926,1,Monthly,2023-10-05,,Active,15,2026-07-25 00:18:29.107573
