customer_id,company_name,industry,region,acquisition_channel,signup_date,manager_id,created_at
2440,Edwards LLC,Education,Germany,Partner,2023-03-12,18,2026-07-25 00:18:27.734530
2441,Walton-Benjamin,Education,Singapore,Social Media,2023-01-14,11,2026-07-25 00:18:27.734779
2442,Edwards Group,Manufacturing,India,Paid Ads,2025-02-16,17,2026-07-25 00:18:27.734917
2443,Park Inc,E-Commerce,USA,Social Media,2024-07-06,13,2026-07-25 00:18:27.735059
2444,Mosley-Gordon,Logistics,Singapore,Referral,2024-05-29,18,2026-07-25 00:18:27.735269
2445,Johnson Group,E-Commerce,United Kingdom,Outbound Sales,2025-02-19,15,2026-07-25 00:18:27.735399
2446,"Melton, Johnson and Martin",Manufacturing,United Kingdom,Social Media,2025-01-10,13,2026-07-25 00:18:27.735692
2447,Miller-Garrett,Retail,Canada,Organic,2025-11-26,2,2026-07-25 00:18:27.735961
2448,Aguirre Ltd,Consulting,Canada,Partner,2023-12-26,5,2026-07-25 00:18:27.736104
2449,"Martin, Stuart and Black",Consulting,Australia,Paid Ads,2023-08-07,7,2026-07-25 00:18:27.736401
2450,"Mills, Mack and West",Finance,Australia,Outbound Sales,2025-08-03,10,2026-07-25 00:18:27.736699
2451,Carter-Hanson,Consulting,Canada,Social Media,2023-07-23,6,2026-07-25 00:18:27.736910
2452,Macdonald Ltd,SaaS,India,Outbound Sales,2024-10-31,19,2026-07-25 00:18:27.737053
2453,Clark PLC,Education,USA,Paid Ads,2024-08-25,14,2026-07-25 00:18:27.737201
2454,Rubio PLC,Consulting,India,Social Media,2025-07-31,2,2026-07-25 00:18:27.737333
2455,Davis-Smith,Manufacturing,Canada,Social Media,2025-09-02,17,2026-07-25 00:18:27.737542
2456,"Dillon, Salinas and Jacobson",Manufacturing,India,Organic,2024-04-25,4,2026-07-25 00:18:27.737873
2457,Gibson and Sons,Logistics,Canada,Outbound Sales,2025-02-14,1,2026-07-25 00:18:27.738054
2458,Jones PLC,Logistics,Canada,Referral,2024-04-04,19,2026-07-25 00:18:27.738183
2459,Davis-White,E-Commerce,Singapore,Social Media,2024-07-18,18,2026-07-25 00:18:27.738390
2460,Andersen-Good,E-Commerce,USA,Paid Ads,2024-12-16,10,2026-07-25 00:18:27.738600
2461,"Glass, Case and Bonilla",Education,Singapore,Social Media,2024-11-17,19,2026-07-25 00:18:27.738891
2462,Cox LLC,Healthcare,Singapore,Partner,2025-01-28,17,2026-07-25 00:18:27.739029
2463,Vincent-Stark,Retail,India,Paid Ads,2024-09-14,17,2026-07-25 00:18:27.739240
2464,Richardson-Kirk,E-Commerce,USA,Paid Ads,2023-07-20,15,2026-07-25 00:18:27.739446
2465,Miller-Gutierrez,Finance,USA,Social Media,2024-05-02,14,2026-07-25 00:18:27.739652
2466,Rich-Esparza,Marketing,India,Organic,2024-11-30,2,2026-07-25 00:18:27.739886
2467,"Madden, Brown and Gibbs",Marketing,USA,Partner,2023-03-08,7,2026-07-25 00:18:27.740193
2468,"Smith, Farrell and Roberts",Logistics,India,Paid Ads,2025-12-23,17,2026-07-25 00:18:27.740489
2469,"Ross, Jones and Price",Marketing,Australia,Outbound Sales,2023-09-03,17,2026-07-25 00:18:27.740781
2470,"Davis, Owens and Day",Marketing,United Kingdom,Paid Ads,2024-12-19,19,2026-07-25 00:18:27.741081
2471,Miller Ltd,Logistics,Singapore,Partner,2024-12-23,15,2026-07-25 00:18:27.741210
2472,Tate-Gonzalez,Logistics,Singapore,Partner,2023-06-18,6,2026-07-25 00:18:27.741417
2473,Stewart PLC,Healthcare,Australia,Referral,2024-05-25,16,2026-07-25 00:18:27.741544
2474,Park Group,Logistics,USA,Social Media,2025-01-25,17,2026-07-25 00:18:27.741670
2475,Gibson-Gardner,Consulting,India,Social Media,2023-06-27,7,2026-07-25 00:18:27.741899
2476,Bowman LLC,Logistics,Germany,Organic,2024-12-31,6,2026-07-25 00:18:27.742059
2477,Huerta Group,Consulting,Canada,Organic,2025-06-01,20,2026-07-25 00:18:27.742188
2478,Clarke-Irwin,Marketing,India,Organic,2023-04-07,12,2026-07-25 00:18:27.742396
2479,Lewis Inc,E-Commerce,Canada,Organic,2023-11-28,17,2026-07-25 00:18:27.742524
2480,Nelson-Reid,Healthcare,India,Paid Ads,2025-11-28,10,2026-07-25 00:18:27.742734
2481,Jones Group,Manufacturing,Canada,Paid Ads,2023-05-10,16,2026-07-25 00:18:27.742860
2482,Russo-Hayes,SaaS,United Kingdom,Referral,2023-05-07,5,2026-07-25 00:18:27.743130
2483,"Lewis, Orozco and White",E-Commerce,Germany,Organic,2024-10-14,10,2026-07-25 00:18:27.743431
2484,Jacobson Group,Education,USA,Referral,2023-03-25,16,2026-07-25 00:18:27.743559
2485,Martin-Bailey,SaaS,India,Outbound Sales,2024-06-15,12,2026-07-25 00:18:27.743766
2486,Alvarez-Barker,Finance,United Kingdom,Organic,2024-10-13,14,2026-07-25 00:18:27.744230
2487,"Kim, Gaines and Hudson",Logistics,Australia,Paid Ads,2023-09-07,19,2026-07-25 00:18:27.744733
2488,"Logan, Harper and Miller",Logistics,Canada,Partner,2023-01-16,16,2026-07-25 00:18:27.745142
2489,"Jensen, Morris and Downs",E-Commerce,USA,Referral,2025-11-03,17,2026-07-25 00:18:27.745584
2490,Hernandez Group,Logistics,United Kingdom,Partner,2024-05-06,15,2026-07-25 00:18:27.745759
2491,Lin-Wilson,Healthcare,United Kingdom,Social Media,2023-08-18,11,2026-07-25 00:18:27.746046
2492,Baker-Bowen,Finance,United Kingdom,Outbound Sales,2025-11-12,20,2026-07-25 00:18:27.746316
2493,Walters Ltd,Marketing,Germany,Referral,2024-11-30,13,2026-07-25 00:18:27.746478
2494,Johnson Ltd,Manufacturing,Australia,Organic,2025-06-17,15,2026-07-25 00:18:27.746645
2495,Horton-Schroeder,Education,Singapore,Organic,2023-10-19,6,2026-07-25 00:18:27.747024
2496,Robinson-Clark,SaaS,Australia,Social Media,2025-07-22,10,2026-07-25 00:18:27.747404
2497,"Ray, Smith and Cervantes",Consulting,Singapore,Organic,2023-10-24,18,2026-07-25 00:18:27.747860
2498,Mosley-Shaw,Finance,USA,Outbound Sales,2023-01-26,18,2026-07-25 00:18:27.748175
2499,"Porter, Duarte and Gutierrez",E-Commerce,United Kingdom,Organic,2023-07-13,19,2026-07-25 00:18:27.748681
2500,Clayton-Simmons,Consulting,USA,Partner,2024-06-30,17,2026-07-25 00:18:27.749057
2501,House Group,SaaS,India,Social Media,2024-06-05,18,2026-07-25 00:18:27.749285
2502,Thompson-Larson,Healthcare,India,Paid Ads,2024-10-27,7,2026-07-25 00:18:27.749650
2503,James-Bruce,Retail,United Kingdom,Social Media,2025-04-23,19,2026-07-25 00:18:27.750050
2504,"Kim, Campbell and Oliver",Logistics,India,Outbound Sales,2025-12-05,20,2026-07-25 00:18:27.750594
2505,Shaffer Inc,Manufacturing,Germany,Outbound Sales,2023-06-04,2,2026-07-25 00:18:27.750819
2506,"Smith, Randolph and Garcia",Logistics,United Kingdom,Organic,2023-05-20,11,2026-07-25 00:18:27.751337
2507,"Garcia, Wallace and Perkins",Marketing,USA,Partner,2025-08-27,1,2026-07-25 00:18:27.751769
2508,"Roberts, Fisher and Walker",Consulting,Canada,Partner,2023-02-20,9,2026-07-25 00:18:27.752195
2509,"James, Gonzalez and Harrison",Finance,India,Organic,2024-12-07,18,2026-07-25 00:18:27.752582
2510,Ponce-Sloan,Healthcare,Canada,Referral,2023-07-13,6,2026-07-25 00:18:27.752846
2511,"Padilla, Figueroa and Smith",Education,United Kingdom,Organic,2024-10-03,5,2026-07-25 00:18:27.753242
2512,Romero LLC,Education,Germany,Social Media,2024-08-04,6,2026-07-25 00:18:27.753406
2513,Parker-Orr,SaaS,Australia,Paid Ads,2025-10-20,6,2026-07-25 00:18:27.753670
2514,"Allen, Mccullough and Perry",SaaS,Singapore,Organic,2024-10-06,10,2026-07-25 00:18:27.754061
2515,Hernandez LLC,Marketing,India,Paid Ads,2023-01-25,5,2026-07-25 00:18:27.754267
2516,"Greene, Rogers and Haley",Marketing,Canada,Paid Ads,2025-03-17,13,2026-07-25 00:18:27.754647
2517,Peters Group,Finance,India,Referral,2024-10-30,8,2026-07-25 00:18:27.754807
2518,"Newman, Poole and Solis",E-Commerce,Australia,Referral,2023-10-27,16,2026-07-25 00:18:27.755202
2519,Anderson-Fields,Consulting,United Kingdom,Outbound Sales,2025-06-16,13,2026-07-25 00:18:27.755507
2520,Strong-Holmes,Finance,Canada,Organic,2023-09-27,11,2026-07-25 00:18:27.755831
2521,Garcia and Sons,Logistics,Australia,Partner,2024-11-10,3,2026-07-25 00:18:27.756041
2522,Welch Group,Logistics,India,Partner,2025-02-22,8,2026-07-25 00:18:27.756210
2523,Hood-Moore,SaaS,Canada,Outbound Sales,2025-09-01,19,2026-07-25 00:18:27.756474
2524,Davis Inc,Finance,USA,Outbound Sales,2024-05-15,5,2026-07-25 00:18:27.756632
2525,Fuller PLC,Education,Australia,Partner,2024-11-10,15,2026-07-25 00:18:27.756787
2526,Montgomery PLC,Finance,United Kingdom,Social Media,2023-08-26,17,2026-07-25 00:18:27.756964
2527,"Reyes, Newton and Anderson",Retail,United Kingdom,Referral,2023-05-03,12,2026-07-25 00:18:27.757440
2528,"Welch, Howard and Allen",Consulting,USA,Referral,2024-12-05,18,2026-07-25 00:18:27.758005
2529,Lee-Pittman,Marketing,Australia,Partner,2023-12-11,2,2026-07-25 00:18:27.758310
2530,Hopkins-Hill,SaaS,United Kingdom,Partner,2024-08-10,20,2026-07-25 00:18:27.758582
2531,"Johnson, Mercer and Camacho",Education,Singapore,Referral,2023-08-12,1,2026-07-25 00:18:27.758976
2532,Ho-Martinez,SaaS,Germany,Paid Ads,2023-06-22,20,2026-07-25 00:18:27.759251
2533,Green-White,Education,United Kingdom,Social Media,2023-08-09,13,2026-07-25 00:18:27.759537
2534,Kirk-Durham,Manufacturing,United Kingdom,Social Media,2023-05-01,7,2026-07-25 00:18:27.759805
2535,Garcia-Pope,E-Commerce,United Kingdom,Outbound Sales,2023-11-20,10,2026-07-25 00:18:27.760402
2536,Tucker Ltd,SaaS,USA,Social Media,2024-10-04,18,2026-07-25 00:18:27.760748
2537,Mcdaniel Group,E-Commerce,India,Paid Ads,2023-04-29,3,2026-07-25 00:18:27.761029
2538,"Odonnell, Stokes and White",Marketing,Singapore,Organic,2024-05-02,5,2026-07-25 00:18:27.761662
2539,Keller Ltd,Consulting,Canada,Partner,2023-01-16,7,2026-07-25 00:18:27.761926
2540,Wilson LLC,E-Commerce,Australia,Paid Ads,2025-07-31,11,2026-07-25 00:18:27.762117
2541,Cooley-Greene,Education,United Kingdom,Social Media,2024-06-22,15,2026-07-25 00:18:27.762388
2542,Boyd LLC,Education,USA,Social Media,2023-01-08,11,2026-07-25 00:18:27.762578
2543,Obrien PLC,Manufacturing,USA,Partner,2023-07-08,20,2026-07-25 00:18:27.762748
2544,"Hunt, Hernandez and Camacho",Manufacturing,India,Social Media,2023-02-05,5,2026-07-25 00:18:27.763115
2545,Johnson and Sons,SaaS,Australia,Partner,2023-06-28,1,2026-07-25 00:18:27.763275
2546,Luna and Sons,SaaS,Singapore,Referral,2023-12-08,14,2026-07-25 00:18:27.763433
2547,Olson-Ashley,Consulting,Singapore,Social Media,2024-02-20,16,2026-07-25 00:18:27.763693
2548,"Arnold, Phillips and Mcgee",Marketing,Australia,Organic,2024-06-25,3,2026-07-25 00:18:27.764091
2549,Hunt-Ross,Consulting,India,Social Media,2025-02-09,15,2026-07-25 00:18:27.764351
2550,Thompson-Mcdaniel,Finance,Canada,Partner,2023-10-27,20,2026-07-25 00:18:27.764607
2551,Garcia-Mcguire,Manufacturing,Germany,Referral,2024-03-12,1,2026-07-25 00:18:27.764862
2552,Martin-Harris,Finance,Germany,Paid Ads,2025-07-01,7,2026-07-25 00:18:27.765117
2553,Andrade-Henderson,Logistics,India,Referral,2025-01-27,1,2026-07-25 00:18:27.765376
2554,Dean-Lawson,Education,Singapore,Social Media,2024-02-27,12,2026-07-25 00:18:27.765665
2555,Bradley LLC,Retail,India,Outbound Sales,2024-10-28,10,2026-07-25 00:18:27.765869
2556,Cole Inc,Retail,USA,Partner,2025-09-09,12,2026-07-25 00:18:27.766094
2557,Matthews-Carter,SaaS,Canada,Partner,2025-03-05,20,2026-07-25 00:18:27.766472
2558,"Bell, Johnson and White",Retail,India,Referral,2025-09-29,13,2026-07-25 00:18:27.767051
2559,Gibbs-Howard,Finance,United Kingdom,Paid Ads,2024-05-16,19,2026-07-25 00:18:27.767384
2560,Sandoval LLC,Consulting,Germany,Referral,2023-04-23,18,2026-07-25 00:18:27.767554
2561,Martinez-Flores,Retail,Singapore,Social Media,2023-08-14,19,2026-07-25 00:18:27.767815
2562,"Murphy, Marshall and Pope",E-Commerce,Australia,Referral,2023-01-17,3,2026-07-25 00:18:27.768275
2563,"Jones, Campbell and Lewis",E-Commerce,USA,Social Media,2023-12-28,3,2026-07-25 00:18:27.768644
2564,Hoffman Ltd,Healthcare,Canada,Outbound Sales,2023-12-04,8,2026-07-25 00:18:27.768804
2565,"Jones, Stafford and Fisher",Consulting,Singapore,Paid Ads,2025-08-02,7,2026-07-25 00:18:27.769162
2566,Li-Gonzalez,SaaS,Singapore,Social Media,2024-11-07,18,2026-07-25 00:18:27.769418
2567,Jimenez-Mooney,E-Commerce,Canada,Social Media,2023-03-19,18,2026-07-25 00:18:27.769671
2568,Martinez and Sons,Logistics,India,Partner,2024-10-16,2,2026-07-25 00:18:27.769828
2569,Garza-Young,Manufacturing,Germany,Partner,2025-07-23,9,2026-07-25 00:18:27.770104
2570,Smith-Logan,Finance,Singapore,Outbound Sales,2023-02-03,15,2026-07-25 00:18:27.770364
2571,Buck LLC,Logistics,Canada,Outbound Sales,2025-06-13,2,2026-07-25 00:18:27.770522
2572,Johnson-Ferguson,Retail,India,Paid Ads,2023-07-23,14,2026-07-25 00:18:27.770774
2573,Rogers Inc,Consulting,Germany,Paid Ads,2025-03-30,1,2026-07-25 00:18:27.770930
2574,Davis-Lang,Marketing,USA,Paid Ads,2023-04-18,3,2026-07-25 00:18:27.771228
2575,Stewart-Reed,E-Commerce,United Kingdom,Organic,2024-04-12,8,2026-07-25 00:18:27.771491
2576,"Hampton, Snyder and Williams",Marketing,India,Referral,2023-05-04,7,2026-07-25 00:18:27.771853
2577,"Riggs, Snyder and Davidson",Healthcare,Canada,Paid Ads,2024-04-08,3,2026-07-25 00:18:27.772243
2578,Pace-Garcia,Finance,India,Partner,2023-07-08,14,2026-07-25 00:18:27.772507
2579,Petersen and Sons,SaaS,Australia,Social Media,2023-12-14,11,2026-07-25 00:18:27.772665
2580,Callahan-Ramsey,Education,USA,Organic,2023-06-13,16,2026-07-25 00:18:27.772974
2581,Miller Ltd,Retail,Canada,Organic,2023-12-18,11,2026-07-25 00:18:27.773167
2582,"Mayo, Villa and Parrish",Consulting,United Kingdom,Referral,2024-07-27,3,2026-07-25 00:18:27.773556
2583,Rodriguez LLC,E-Commerce,Australia,Partner,2024-02-08,4,2026-07-25 00:18:27.773727
2584,Murphy-Salazar,Logistics,Australia,Organic,2023-04-27,3,2026-07-25 00:18:27.774000
2585,Hale-Buckley,SaaS,India,Partner,2024-08-12,11,2026-07-25 00:18:27.774310
2586,Wilson-Flores,Finance,United Kingdom,Referral,2025-06-25,2,2026-07-25 00:18:27.774548
2587,"Barron, Church and Gutierrez",Logistics,India,Paid Ads,2023-08-18,20,2026-07-25 00:18:27.774862
2588,"Martinez, Rose and Lane",Marketing,India,Organic,2024-11-25,2,2026-07-25 00:18:27.775175
2589,Bray-Morris,Consulting,India,Paid Ads,2025-10-24,13,2026-07-25 00:18:27.775398
2590,Davis LLC,Marketing,India,Outbound Sales,2025-01-19,14,2026-07-25 00:18:27.775536
2591,Hansen-Salas,Retail,United Kingdom,Outbound Sales,2023-05-09,20,2026-07-25 00:18:27.775758
2592,"Moss, Harris and Miller",SaaS,Germany,Partner,2025-10-21,15,2026-07-25 00:18:27.776259
2593,Lewis Ltd,Marketing,Australia,Outbound Sales,2025-02-07,4,2026-07-25 00:18:27.776457
2594,Cardenas-Lopez,Manufacturing,Singapore,Social Media,2023-12-02,1,2026-07-25 00:18:27.776688
2595,Clark-Garza,Logistics,Australia,Paid Ads,2023-06-12,19,2026-07-25 00:18:27.776914
2596,"Garrison, Hodges and Collins",Retail,India,Organic,2025-03-30,1,2026-07-25 00:18:27.777229
2597,"Moore, Wagner and Sloan",E-Commerce,Singapore,Organic,2024-12-06,19,2026-07-25 00:18:27.777543
2598,Cruz-Chavez,Retail,Australia,Referral,2023-12-06,17,2026-07-25 00:18:27.777763
2599,"Harris, Ross and Jones",Education,Canada,Partner,2025-08-21,16,2026-07-25 00:18:27.778093
2600,Parks PLC,E-Commerce,Germany,Referral,2024-10-19,8,2026-07-25 00:18:27.778238
2601,Thomas Inc,Healthcare,United Kingdom,Organic,2025-10-04,2,2026-07-25 00:18:27.778375
2602,Smith Group,Healthcare,Canada,Outbound Sales,2023-06-21,14,2026-07-25 00:18:27.778511
2603,Johnson-Stanley,Consulting,Singapore,Paid Ads,2023-10-18,10,2026-07-25 00:18:27.778751
2604,Baker-Mcintosh,E-Commerce,Australia,Referral,2024-12-04,5,2026-07-25 00:18:27.778975
2605,Reynolds-Hernandez,Logistics,Canada,Outbound Sales,2023-05-11,11,2026-07-25 00:18:27.779194
2606,Romero-Brown,Education,Canada,Organic,2025-02-19,17,2026-07-25 00:18:27.779410
2607,Davis-Wong,E-Commerce,Singapore,Social Media,2024-02-28,5,2026-07-25 00:18:27.779626
2608,Carter Group,SaaS,USA,Outbound Sales,2024-10-18,18,2026-07-25 00:18:27.779760
2609,"Hill, Lawson and Stone",SaaS,Germany,Paid Ads,2023-10-02,7,2026-07-25 00:18:27.780083
2610,"Williams, Wright and Rodriguez",Retail,Singapore,Referral,2023-06-19,3,2026-07-25 00:18:27.780399
2611,Jacobson PLC,Manufacturing,USA,Social Media,2023-06-28,16,2026-07-25 00:18:27.780532
2612,Jones Inc,Logistics,Australia,Social Media,2024-02-18,11,2026-07-25 00:18:27.780664
2613,Andrade Ltd,E-Commerce,Australia,Paid Ads,2024-03-03,20,2026-07-25 00:18:27.780797
2614,Long-Robinson,Education,Germany,Paid Ads,2024-09-20,6,2026-07-25 00:18:27.781055
2615,Simpson-Jackson,Finance,Germany,Organic,2025-12-10,16,2026-07-25 00:18:27.781278
2616,Walsh-Mccarthy,Retail,India,Social Media,2023-11-13,8,2026-07-25 00:18:27.781514
2617,"Smith, Lopez and Velez",Retail,Germany,Outbound Sales,2024-03-23,7,2026-07-25 00:18:27.781820
2618,Stevenson-Phelps,Retail,Germany,Social Media,2025-08-24,11,2026-07-25 00:18:27.782035
2619,Jackson Ltd,Marketing,USA,Partner,2025-12-04,6,2026-07-25 00:18:27.782193
2620,Lopez Group,SaaS,Canada,Organic,2023-04-18,3,2026-07-25 00:18:27.782324
2621,Wade Group,Manufacturing,India,Outbound Sales,2023-08-09,4,2026-07-25 00:18:27.782455
2622,Thompson LLC,Healthcare,Canada,Partner,2024-06-02,7,2026-07-25 00:18:27.782733
2623,Shelton Inc,E-Commerce,United Kingdom,Paid Ads,2023-04-30,2,2026-07-25 00:18:27.782870
2624,Montes-Aguilar,SaaS,USA,Referral,2025-07-11,10,2026-07-25 00:18:27.783091
2625,Kennedy Inc,Healthcare,USA,Paid Ads,2025-01-28,6,2026-07-25 00:18:27.783225
2626,"Frazier, Roberts and Perez",Manufacturing,United Kingdom,Outbound Sales,2023-01-28,8,2026-07-25 00:18:27.783528
2627,Fischer Inc,Healthcare,USA,Organic,2025-02-20,6,2026-07-25 00:18:27.783660
2628,Lara-Rogers,Education,India,Organic,2023-06-05,5,2026-07-25 00:18:27.783875
2629,"Bell, Gardner and Alvarado",Marketing,Singapore,Organic,2025-02-01,11,2026-07-25 00:18:27.784200
2630,Ellis-Carey,Retail,Canada,Partner,2024-01-29,8,2026-07-25 00:18:27.784418
2631,"Cook, Holmes and Beck",Manufacturing,United Kingdom,Paid Ads,2024-04-12,6,2026-07-25 00:18:27.784715
2632,Rodriguez-Jennings,Consulting,United Kingdom,Outbound Sales,2025-07-14,14,2026-07-25 00:18:27.784931
2633,Hernandez Group,Finance,India,Referral,2025-09-20,5,2026-07-25 00:18:27.785061
2634,"Mcknight, Howard and Johnson",Retail,USA,Outbound Sales,2023-12-09,13,2026-07-25 00:18:27.785354
2635,"Dominguez, Jordan and Clark",Manufacturing,Canada,Outbound Sales,2025-06-16,14,2026-07-25 00:18:27.785648
2636,Knapp Group,Retail,India,Outbound Sales,2023-05-19,19,2026-07-25 00:18:27.785778
2637,Sheppard Ltd,Retail,United Kingdom,Outbound Sales,2025-09-19,10,2026-07-25 00:18:27.785906
2638,"Nolan, Cole and Mullen",Healthcare,Canada,Referral,2025-11-20,2,2026-07-25 00:18:27.786257
2639,Baker Ltd,Education,United Kingdom,Referral,2025-03-29,17,2026-07-25 00:18:27.786396
2640,Myers-Butler,E-Commerce,Germany,Referral,2024-06-25,3,2026-07-25 00:18:27.786602
2641,Lee-Riley,Logistics,United Kingdom,Social Media,2024-03-05,20,2026-07-25 00:18:27.786809
2642,Flowers-Martinez,Finance,USA,Outbound Sales,2025-12-26,13,2026-07-25 00:18:27.787016
2643,"Donaldson, Sparks and Roberts",Consulting,Canada,Partner,2024-12-07,17,2026-07-25 00:18:27.787306
2644,Ho-Thomas,Logistics,USA,Paid Ads,2023-01-13,12,2026-07-25 00:18:27.787515
2645,Mills LLC,Consulting,Singapore,Partner,2025-11-23,16,2026-07-25 00:18:27.787642
2646,"Beck, Torres and Roberts",Logistics,Canada,Outbound Sales,2025-08-27,13,2026-07-25 00:18:27.787934
2647,Chavez and Sons,E-Commerce,Singapore,Organic,2024-04-02,7,2026-07-25 00:18:27.788125
2648,"Martinez, Freeman and Smith",Retail,USA,Partner,2024-03-15,8,2026-07-25 00:18:27.788422
2649,"Flowers, Williams and Taylor",Marketing,USA,Paid Ads,2024-07-01,14,2026-07-25 00:18:27.788711
2650,"Ortega, Mack and Moore",Marketing,Australia,Referral,2024-03-16,12,2026-07-25 00:18:27.789001
2651,"Nelson, Ferrell and Gonzalez",Education,Australia,Organic,2023-05-14,5,2026-07-25 00:18:27.789290
2652,Carter Inc,Finance,Canada,Partner,2025-06-28,17,2026-07-25 00:18:27.789420
2653,Wright-Gregory,Manufacturing,USA,Outbound Sales,2025-01-05,2,2026-07-25 00:18:27.789623
2654,Ross-Strong,Logistics,Australia,Outbound Sales,2024-08-23,11,2026-07-25 00:18:27.789826
2655,Harper-Thompson,Marketing,Germany,Partner,2024-02-10,14,2026-07-25 00:18:27.790030
2656,"Liu, Brock and Taylor",Marketing,Canada,Partner,2024-11-08,11,2026-07-25 00:18:27.790335
2657,Taylor-Spencer,Education,Germany,Organic,2023-11-06,6,2026-07-25 00:18:27.790604
2658,Miller-Knight,Logistics,USA,Paid Ads,2024-04-12,3,2026-07-25 00:18:27.790818
2659,Gardner-Bennett,Manufacturing,India,Paid Ads,2025-09-03,17,2026-07-25 00:18:27.791021
2660,Taylor Group,Consulting,Australia,Social Media,2024-11-09,3,2026-07-25 00:18:27.791145
2661,Gordon-Jennings,Education,USA,Organic,2025-12-14,4,2026-07-25 00:18:27.791345
2662,Gomez-Owens,Finance,Canada,Organic,2024-07-09,18,2026-07-25 00:18:27.791545
2663,Johnson-Hansen,Retail,Canada,Referral,2024-09-29,11,2026-07-25 00:18:27.791747
2664,Campos PLC,Education,Canada,Social Media,2024-10-15,9,2026-07-25 00:18:27.791871
2665,Carpenter LLC,Retail,Singapore,Outbound Sales,2024-04-14,5,2026-07-25 00:18:27.792086
2666,"Daniels, Cunningham and Carter",Consulting,Canada,Organic,2023-07-17,10,2026-07-25 00:18:27.792779
2667,Powell Inc,Education,United Kingdom,Paid Ads,2024-09-01,13,2026-07-25 00:18:27.793002
2668,"Stevens, Brown and Brown",Marketing,United Kingdom,Outbound Sales,2024-12-19,1,2026-07-25 00:18:27.793438
2669,Cook Inc,Logistics,Singapore,Outbound Sales,2025-10-06,5,2026-07-25 00:18:27.793626
2670,"Olson, Rivera and Brown",Marketing,USA,Referral,2024-03-27,7,2026-07-25 00:18:27.794072
2671,"Dixon, Love and Miles",Logistics,USA,Outbound Sales,2025-06-27,19,2026-07-25 00:18:27.794436
2672,Hart Group,Consulting,United Kingdom,Partner,2025-03-12,15,2026-07-25 00:18:27.794594
2673,Jacobson Ltd,Manufacturing,United Kingdom,Organic,2023-07-31,11,2026-07-25 00:18:27.794751
2674,Fuller-Ball,Retail,Germany,Social Media,2023-08-29,14,2026-07-25 00:18:27.795017
2675,Hanson-Gonzalez,Retail,Germany,Partner,2023-01-11,18,2026-07-25 00:18:27.795273
2676,Hernandez Inc,SaaS,Canada,Referral,2023-04-15,19,2026-07-25 00:18:27.795431
2677,Wright Inc,Healthcare,Canada,Social Media,2025-03-18,1,2026-07-25 00:18:27.795587
2678,Wall Group,Logistics,United Kingdom,Social Media,2025-01-05,12,2026-07-25 00:18:27.795763
2679,Howe LLC,Manufacturing,USA,Partner,2024-08-29,14,2026-07-25 00:18:27.795932
2680,Mcgrath-Wilkins,Marketing,United Kingdom,Social Media,2024-09-20,18,2026-07-25 00:18:27.796196
2681,Underwood-Maldonado,Education,Canada,Outbound Sales,2025-04-29,1,2026-07-25 00:18:27.796450
2682,"Martinez, Thomas and Smith",E-Commerce,United Kingdom,Organic,2025-10-19,5,2026-07-25 00:18:27.796809
2683,"Sandoval, Jackson and Harmon",Healthcare,Canada,Outbound Sales,2023-08-09,20,2026-07-25 00:18:27.797183
2684,Alvarez LLC,E-Commerce,Australia,Partner,2025-04-29,13,2026-07-25 00:18:27.797346
2685,"Garcia, Chapman and Richardson",Retail,Germany,Organic,2024-03-25,18,2026-07-25 00:18:27.797707
2686,Cruz-Marsh,Marketing,USA,Partner,2024-03-03,4,2026-07-25 00:18:27.798008
2687,Li-Hernandez,Manufacturing,Australia,Partner,2024-12-21,10,2026-07-25 00:18:27.798272
2688,Wilson-Price,Finance,USA,Organic,2024-03-16,18,2026-07-25 00:18:27.798549
2689,Johnson-Santos,Healthcare,India,Social Media,2025-06-20,20,2026-07-25 00:18:27.798826
2690,"Wallace, Odonnell and Kelly",Logistics,India,Referral,2025-10-17,7,2026-07-25 00:18:27.799224
2691,Khan-Ellis,Finance,Germany,Paid Ads,2023-08-05,7,2026-07-25 00:18:27.799544
2692,Howard PLC,Retail,Canada,Social Media,2023-01-15,17,2026-07-25 00:18:27.799720
2693,Orr-Warren,Finance,Germany,Organic,2023-11-24,12,2026-07-25 00:18:27.800069
2694,Thompson and Sons,Consulting,India,Referral,2025-03-07,11,2026-07-25 00:18:27.800257
2695,"Ball, Morgan and Espinoza",Marketing,Germany,Referral,2024-06-30,4,2026-07-25 00:18:27.800679
2696,Glover-Barrett,Healthcare,Australia,Partner,2023-08-06,16,2026-07-25 00:18:27.801019
2697,Hendricks Ltd,Finance,Germany,Referral,2024-09-03,5,2026-07-25 00:18:27.801217
2698,Estes-Obrien,Retail,Canada,Partner,2025-01-21,16,2026-07-25 00:18:27.801516
2699,"Erickson, Hunter and Hopkins",Healthcare,Australia,Outbound Sales,2023-10-08,10,2026-07-25 00:18:27.801896
2700,Wolfe PLC,E-Commerce,USA,Outbound Sales,2024-02-07,15,2026-07-25 00:18:27.802070
2701,Silva-Gallegos,Education,USA,Organic,2025-06-21,5,2026-07-25 00:18:27.802348
2702,Johnson Ltd,Logistics,India,Partner,2023-04-15,20,2026-07-25 00:18:27.802505
2703,Davis Inc,Retail,Australia,Paid Ads,2023-09-05,19,2026-07-25 00:18:27.802659
