usage_id,customer_id,usage_month,active_users,api_requests,storage_used_gb,login_count,created_at
19459,2380,2023-12-02,2,2661,19.63,412,2026-07-25 00:18:32.313661
19460,2381,2025-07-26,1,3672,30.76,24,2026-07-25 00:18:32.313673
19461,2381,2025-08-25,1,1215,29.97,136,2026-07-25 00:18:32.313682
19462,2381,2025-09-24,2,3299,23.18,20,2026-07-25 00:18:32.313691
19463,2381,2025-10-24,5,2181,27.83,69,2026-07-25 00:18:32.313699
19464,2381,2025-11-23,3,3899,35.14,236,2026-07-25 00:18:32.313708
19465,2381,2025-12-23,5,1713,16.12,41,2026-07-25 00:18:32.313716
19466,2381,2026-01-22,5,4073,16.73,160,2026-07-25 00:18:32.313724
19467,2381,2026-02-21,1,3014,30.99,448,2026-07-25 00:18:32.313733
19468,2382,2023-06-20,225,399116,1665.88,371,2026-07-25 00:18:32.313745
19469,2382,2023-07-20,169,329984,2322.73,144,2026-07-25 00:18:32.313753
19470,2382,2023-08-19,408,224006,4288.2,239,2026-07-25 00:18:32.313761
19471,2382,2023-09-18,448,256291,3778.16,93,2026-07-25 00:18:32.313769
19472,2382,2023-10-18,102,251612,2158.28,139,2026-07-25 00:18:32.313777
19473,2382,2023-11-17,247,353304,1554.01,264,2026-07-25 00:18:32.313803
19474,2382,2023-12-17,314,209570,2491.04,352,2026-07-25 00:18:32.313814
19475,2382,2024-01-16,428,228941,3885.14,72,2026-07-25 00:18:32.313823
19476,2382,2024-02-15,459,173937,3428.4,199,2026-07-25 00:18:32.313831
19477,2382,2024-03-16,23,403674,1242.68,15,2026-07-25 00:18:32.313840
19478,2382,2024-04-15,372,153861,2509.14,215,2026-07-25 00:18:32.313861
19479,2382,2024-05-15,75,175544,2976.57,228,2026-07-25 00:18:32.313882
19480,2382,2024-06-14,242,191987,1189.78,362,2026-07-25 00:18:32.313892
19481,2382,2024-07-14,201,443491,2266.95,326,2026-07-25 00:18:32.313900
19482,2382,2024-08-13,468,396158,2883.44,284,2026-07-25 00:18:32.313909
19483,2382,2024-09-12,8,388880,3795.11,142,2026-07-25 00:18:32.313920
19484,2382,2024-10-12,80,442238,2636.0,413,2026-07-25 00:18:32.313930
19485,2382,2024-11-11,35,446528,1590.44,431,2026-07-25 00:18:32.313941
19486,2383,2023-03-09,18,22421,182.49,382,2026-07-25 00:18:32.313955
19487,2383,2023-04-08,23,11826,142.24,246,2026-07-25 00:18:32.313971
19488,2383,2023-05-08,11,26211,185.5,423,2026-07-25 00:18:32.313982
19489,2383,2023-06-07,8,20646,105.0,180,2026-07-25 00:18:32.313995
19490,2383,2023-07-07,7,15779,171.44,493,2026-07-25 00:18:32.314018
19491,2383,2023-08-06,10,18405,83.33,218,2026-07-25 00:18:32.314026
19492,2383,2023-09-05,18,26351,160.89,238,2026-07-25 00:18:32.314035
19493,2383,2023-10-05,9,7276,72.23,330,2026-07-25 00:18:32.314043
19494,2383,2023-11-04,10,26656,126.16,116,2026-07-25 00:18:32.314051
19495,2383,2023-12-04,12,25368,164.41,33,2026-07-25 00:18:32.314059
19496,2383,2024-01-03,7,9010,102.82,179,2026-07-25 00:18:32.314068
19497,2383,2024-02-02,4,11559,143.38,492,2026-07-25 00:18:32.314077
19498,2384,2024-02-20,1,4215,37.01,120,2026-07-25 00:18:32.314104
19499,2384,2024-03-21,4,1074,9.87,82,2026-07-25 00:18:32.314114
19500,2384,2024-04-20,3,3554,28.33,357,2026-07-25 00:18:32.314122
19501,2385,2023-01-21,9,9310,46.6,243,2026-07-25 00:18:32.314133
19502,2385,2023-02-20,1,5614,98.02,468,2026-07-25 00:18:32.314142
19503,2385,2023-03-22,11,18325,136.35,457,2026-07-25 00:18:32.314150
19504,2385,2023-04-21,23,20968,186.1,289,2026-07-25 00:18:32.314158
19505,2385,2023-05-21,3,25424,95.75,53,2026-07-25 00:18:32.314166
19506,2385,2023-06-20,16,13255,120.88,48,2026-07-25 00:18:32.314175
19507,2385,2023-07-20,3,10049,81.07,233,2026-07-25 00:18:32.314195
19508,2385,2023-08-19,22,9760,118.69,113,2026-07-25 00:18:32.314205
19509,2386,2025-04-22,4,4168,37.03,79,2026-07-25 00:18:32.314217
19510,2386,2025-05-22,5,2394,39.24,460,2026-07-25 00:18:32.314226
19511,2386,2025-06-21,5,4988,16.71,280,2026-07-25 00:18:32.314234
19512,2386,2025-07-21,4,2581,21.45,233,2026-07-25 00:18:32.314243
19513,2386,2025-08-20,4,1748,15.43,234,2026-07-25 00:18:32.314251
19514,2386,2025-09-19,1,2524,7.62,482,2026-07-25 00:18:32.314259
19515,2387,2023-08-05,2,1509,37.2,299,2026-07-25 00:18:32.314271
19516,2387,2023-09-04,3,2564,17.78,438,2026-07-25 00:18:32.314280
19517,2387,2023-10-04,2,2672,26.44,470,2026-07-25 00:18:32.314303
19518,2387,2023-11-03,4,820,31.38,364,2026-07-25 00:18:32.314312
19519,2387,2023-12-03,4,4467,14.83,264,2026-07-25 00:18:32.314320
19520,2387,2024-01-02,5,1617,13.13,491,2026-07-25 00:18:32.314328
19521,2387,2024-02-01,1,3797,27.6,333,2026-07-25 00:18:32.314338
19522,2387,2024-03-02,3,811,34.28,225,2026-07-25 00:18:32.314346
19523,2388,2023-09-11,185,476432,2584.27,293,2026-07-25 00:18:32.314358
19524,2388,2023-10-11,66,245378,1029.69,255,2026-07-25 00:18:32.314415
19525,2388,2023-11-10,297,312829,2532.6,237,2026-07-25 00:18:32.314425
19526,2388,2023-12-10,187,200321,1871.05,435,2026-07-25 00:18:32.314434
19527,2388,2024-01-09,376,235912,2359.13,282,2026-07-25 00:18:32.314442
19528,2388,2024-02-08,19,220675,1581.98,118,2026-07-25 00:18:32.314451
19529,2388,2024-03-09,374,286736,2920.84,90,2026-07-25 00:18:32.314460
19530,2388,2024-04-08,273,367659,3619.32,251,2026-07-25 00:18:32.314469
19531,2388,2024-05-08,331,324408,3169.79,260,2026-07-25 00:18:32.314478
19532,2388,2024-06-07,282,340827,1450.11,110,2026-07-25 00:18:32.314486
19533,2388,2024-07-07,215,223253,3680.86,107,2026-07-25 00:18:32.314495
19534,2388,2024-08-06,93,299941,2865.32,28,2026-07-25 00:18:32.314516
19535,2388,2024-09-05,96,275523,2553.34,139,2026-07-25 00:18:32.314526
19536,2388,2024-10-05,199,398952,3230.55,222,2026-07-25 00:18:32.314535
19537,2388,2024-11-04,271,184385,3596.02,124,2026-07-25 00:18:32.314562
19538,2388,2024-12-04,398,426632,4437.53,82,2026-07-25 00:18:32.314574
19539,2388,2025-01-03,170,296705,974.14,422,2026-07-25 00:18:32.314583
19540,2389,2023-03-28,7,90879,510.95,467,2026-07-25 00:18:32.314601
19541,2389,2023-04-27,16,75528,808.28,368,2026-07-25 00:18:32.314610
19542,2389,2023-05-27,51,112134,738.24,289,2026-07-25 00:18:32.314619
19543,2389,2023-06-26,63,90466,809.38,499,2026-07-25 00:18:32.314632
19544,2389,2023-07-26,90,125526,542.72,146,2026-07-25 00:18:32.314642
19545,2389,2023-08-25,58,82088,290.68,122,2026-07-25 00:18:32.314652
19546,2389,2023-09-24,55,50764,515.09,245,2026-07-25 00:18:32.314665
19547,2389,2023-10-24,46,134934,891.58,224,2026-07-25 00:18:32.314674
19548,2389,2023-11-23,52,115210,481.3,429,2026-07-25 00:18:32.314685
19549,2389,2023-12-23,41,101312,753.52,134,2026-07-25 00:18:32.314695
19550,2389,2024-01-22,2,99598,315.1,367,2026-07-25 00:18:32.314704
19551,2389,2024-02-21,36,39735,470.38,400,2026-07-25 00:18:32.314713
19552,2389,2024-03-22,23,73729,514.69,26,2026-07-25 00:18:32.314721
19553,2390,2023-03-11,14,15011,99.15,321,2026-07-25 00:18:32.314750
19554,2390,2023-04-10,25,25761,50.75,464,2026-07-25 00:18:32.314761
19555,2390,2023-05-10,8,12850,44.83,67,2026-07-25 00:18:32.314773
19556,2390,2023-06-09,18,18842,140.4,75,2026-07-25 00:18:32.314795
19557,2390,2023-07-09,16,28725,77.17,390,2026-07-25 00:18:32.314817
19558,2390,2023-08-08,16,11423,57.13,252,2026-07-25 00:18:32.314828
19559,2390,2023-09-07,1,23232,167.24,399,2026-07-25 00:18:32.314836
19560,2390,2023-10-07,8,24593,59.42,167,2026-07-25 00:18:32.314844
19561,2390,2023-11-06,22,20002,188.62,314,2026-07-25 00:18:32.314855
19562,2390,2023-12-06,22,23845,70.91,450,2026-07-25 00:18:32.314877
19563,2390,2024-01-05,7,27425,78.1,119,2026-07-25 00:18:32.314887
19564,2390,2024-02-04,14,12299,118.6,252,2026-07-25 00:18:32.314898
19565,2391,2025-03-05,3,1955,22.72,121,2026-07-25 00:18:32.314912
19566,2391,2025-04-04,3,2487,10.28,273,2026-07-25 00:18:32.314922
19567,2391,2025-05-04,2,3252,32.3,257,2026-07-25 00:18:32.314930
19568,2391,2025-06-03,2,2976,5.29,362,2026-07-25 00:18:32.314941
19569,2392,2023-02-07,2,1573,34.55,173,2026-07-25 00:18:32.314952
19570,2392,2023-03-09,5,982,31.73,238,2026-07-25 00:18:32.314962
19571,2392,2023-04-08,1,1334,38.27,360,2026-07-25 00:18:32.314970
19572,2392,2023-05-08,5,4549,20.41,213,2026-07-25 00:18:32.314978
19573,2392,2023-06-07,4,1469,13.84,229,2026-07-25 00:18:32.314987
19574,2392,2023-07-07,3,576,6.14,322,2026-07-25 00:18:32.314995
19575,2392,2023-08-06,4,3302,7.17,484,2026-07-25 00:18:32.315003
19576,2392,2023-09-05,5,1188,35.51,338,2026-07-25 00:18:32.316445
19577,2393,2024-07-02,2,2670,5.76,357,2026-07-25 00:18:32.316500
19578,2393,2024-08-01,3,1229,12.45,429,2026-07-25 00:18:32.316514
19579,2393,2024-08-31,3,2164,10.93,175,2026-07-25 00:18:32.316524
19580,2393,2024-09-30,1,1115,30.54,212,2026-07-25 00:18:32.316533
19581,2393,2024-10-30,3,4213,27.76,339,2026-07-25 00:18:32.316542
19582,2393,2024-11-29,5,2363,17.23,463,2026-07-25 00:18:32.316550
19583,2393,2024-12-29,2,1308,14.06,165,2026-07-25 00:18:32.316560
19584,2394,2025-12-02,4,4870,11.83,251,2026-07-25 00:18:32.316589
19585,2394,2026-01-01,2,1086,36.55,161,2026-07-25 00:18:32.316600
19586,2394,2026-01-31,3,2575,22.62,206,2026-07-25 00:18:32.316610
19587,2394,2026-03-02,1,521,26.2,372,2026-07-25 00:18:32.316619
19588,2394,2026-04-01,3,2338,30.56,335,2026-07-25 00:18:32.316628
19589,2394,2026-05-01,3,1282,6.29,498,2026-07-25 00:18:32.316637
19590,2394,2026-05-31,3,3728,20.26,324,2026-07-25 00:18:32.316674
19591,2395,2023-06-21,75,92483,741.83,459,2026-07-25 00:18:32.316691
19592,2395,2023-07-21,40,50043,898.3,131,2026-07-25 00:18:32.316700
19593,2395,2023-08-20,55,86333,268.78,489,2026-07-25 00:18:32.316711
19594,2395,2023-09-19,86,46933,217.65,35,2026-07-25 00:18:32.316722
19595,2395,2023-10-19,59,60786,650.26,453,2026-07-25 00:18:32.316745
19596,2395,2023-11-18,30,77752,786.71,83,2026-07-25 00:18:32.316755
19597,2395,2023-12-18,8,45384,890.54,13,2026-07-25 00:18:32.316764
19598,2395,2024-01-17,20,72191,353.93,112,2026-07-25 00:18:32.316774
19599,2395,2024-02-16,70,140037,595.45,334,2026-07-25 00:18:32.316783
19600,2395,2024-03-17,18,139316,874.48,202,2026-07-25 00:18:32.316792
19601,2395,2024-04-16,66,85984,595.09,485,2026-07-25 00:18:32.316803
19602,2396,2024-07-09,1,1374,12.79,203,2026-07-25 00:18:32.316818
19603,2396,2024-08-08,5,4481,14.7,271,2026-07-25 00:18:32.316828
19604,2396,2024-09-07,5,3634,34.18,130,2026-07-25 00:18:32.316837
19605,2396,2024-10-07,3,3501,8.6,301,2026-07-25 00:18:32.316845
19606,2397,2024-07-14,3,72896,853.63,418,2026-07-25 00:18:32.316857
19607,2397,2024-08-13,19,111533,253.23,386,2026-07-25 00:18:32.316866
19608,2397,2024-09-12,36,148182,610.68,223,2026-07-25 00:18:32.316874
19609,2397,2024-10-12,63,51983,385.69,233,2026-07-25 00:18:32.316883
19610,2397,2024-11-11,45,44917,253.86,350,2026-07-25 00:18:32.316891
19611,2397,2024-12-11,51,125021,249.12,44,2026-07-25 00:18:32.316900
19612,2397,2025-01-10,51,106971,450.76,414,2026-07-25 00:18:32.316914
19613,2397,2025-02-09,78,115685,756.49,15,2026-07-25 00:18:32.316924
19614,2397,2025-03-11,76,78667,265.65,226,2026-07-25 00:18:32.316935
19615,2397,2025-04-10,62,59359,885.42,473,2026-07-25 00:18:32.316958
19616,2397,2025-05-10,26,47806,514.69,387,2026-07-25 00:18:32.316967
19617,2397,2025-06-09,99,35027,703.63,392,2026-07-25 00:18:32.316987
19618,2397,2025-07-09,11,59665,734.25,230,2026-07-25 00:18:32.317006
19619,2397,2025-08-08,20,136387,822.05,494,2026-07-25 00:18:32.317026
19620,2397,2025-09-07,93,98432,325.54,473,2026-07-25 00:18:32.317036
19621,2397,2025-10-07,32,84098,349.64,64,2026-07-25 00:18:32.317046
19622,2397,2025-11-06,4,120233,584.91,320,2026-07-25 00:18:32.317055
19623,2398,2023-08-23,1,3021,30.01,442,2026-07-25 00:18:32.317067
19624,2398,2023-09-22,5,3272,23.03,416,2026-07-25 00:18:32.317076
19625,2398,2023-10-22,3,4442,11.09,306,2026-07-25 00:18:32.317084
19626,2398,2023-11-21,4,3723,7.33,163,2026-07-25 00:18:32.317093
19627,2398,2023-12-21,3,2495,13.15,325,2026-07-25 00:18:32.317107
19628,2398,2024-01-20,3,2419,31.41,418,2026-07-25 00:18:32.317117
19629,2398,2024-02-19,1,2022,15.9,160,2026-07-25 00:18:32.317126
19630,2398,2024-03-20,1,3497,36.16,101,2026-07-25 00:18:32.317134
19631,2399,2025-07-20,435,426521,3541.48,318,2026-07-25 00:18:32.317147
19632,2399,2025-08-19,163,179499,3098.34,332,2026-07-25 00:18:32.317155
19633,2399,2025-09-18,338,435158,912.41,244,2026-07-25 00:18:32.317164
19634,2399,2025-10-18,495,234884,930.68,351,2026-07-25 00:18:32.317195
19635,2399,2025-11-17,264,443128,3460.23,312,2026-07-25 00:18:32.317206
19636,2399,2025-12-17,430,328722,4233.42,449,2026-07-25 00:18:32.317216
19637,2399,2026-01-16,248,302727,2550.05,391,2026-07-25 00:18:32.317225
19638,2399,2026-02-15,21,232527,2300.84,329,2026-07-25 00:18:32.317233
19639,2399,2026-03-17,389,398605,3870.26,316,2026-07-25 00:18:32.317242
19640,2399,2026-04-16,80,366895,3223.73,425,2026-07-25 00:18:32.317250
19641,2399,2026-05-16,302,160675,3723.29,437,2026-07-25 00:18:32.317259
19642,2399,2026-06-15,248,243385,3210.48,342,2026-07-25 00:18:32.317286
19643,2399,2026-07-15,392,325205,2842.37,135,2026-07-25 00:18:32.317297
19644,2399,2026-08-14,275,385691,3893.27,325,2026-07-25 00:18:32.317317
19645,2399,2026-09-13,317,349481,2758.09,374,2026-07-25 00:18:32.317327
19646,2399,2026-10-13,427,256692,3115.6,177,2026-07-25 00:18:32.317336
19647,2399,2026-11-12,112,494690,3032.7,230,2026-07-25 00:18:32.317345
19648,2399,2026-12-12,188,499522,1776.82,398,2026-07-25 00:18:32.317353
19649,2399,2027-01-11,43,161491,3633.83,218,2026-07-25 00:18:32.317361
19650,2400,2025-11-02,2,4872,39.83,362,2026-07-25 00:18:32.317374
19651,2400,2025-12-02,5,2587,34.64,33,2026-07-25 00:18:32.317384
19652,2400,2026-01-01,5,2083,12.48,61,2026-07-25 00:18:32.317401
19653,2400,2026-01-31,2,2650,30.86,477,2026-07-25 00:18:32.317412
19654,2400,2026-03-02,2,2272,36.42,470,2026-07-25 00:18:32.317436
19655,2400,2026-04-01,3,3630,38.16,20,2026-07-25 00:18:32.317445
19656,2401,2023-06-11,4,10730,141.96,197,2026-07-25 00:18:32.317457
19657,2401,2023-07-11,24,17115,78.71,85,2026-07-25 00:18:32.317466
19658,2401,2023-08-10,21,19815,136.9,35,2026-07-25 00:18:32.317475
19659,2401,2023-09-09,10,25765,172.48,361,2026-07-25 00:18:32.317490
19660,2401,2023-10-09,16,28399,84.65,213,2026-07-25 00:18:32.317499
19661,2401,2023-11-08,1,21392,106.79,330,2026-07-25 00:18:32.317507
19662,2401,2023-12-08,23,16991,57.56,247,2026-07-25 00:18:32.317516
19663,2401,2024-01-07,12,23702,188.85,157,2026-07-25 00:18:32.317524
19664,2401,2024-02-06,2,26584,117.03,263,2026-07-25 00:18:32.317532
19665,2401,2024-03-07,3,11969,178.17,56,2026-07-25 00:18:32.317541
19666,2401,2024-04-06,2,6202,167.04,208,2026-07-25 00:18:32.317549
19667,2401,2024-05-06,24,13829,142.32,412,2026-07-25 00:18:32.317559
19668,2402,2024-02-17,2,4752,6.23,349,2026-07-25 00:18:32.317580
19669,2402,2024-03-18,4,2657,10.65,276,2026-07-25 00:18:32.317590
19670,2402,2024-04-17,4,3618,27.17,437,2026-07-25 00:18:32.317600
19671,2402,2024-05-17,5,4938,9.36,92,2026-07-25 00:18:32.317608
19672,2402,2024-06-16,2,2099,22.92,358,2026-07-25 00:18:32.317630
19673,2402,2024-07-16,3,4052,14.82,293,2026-07-25 00:18:32.317659
19674,2402,2024-08-15,5,4749,37.58,215,2026-07-25 00:18:32.317859
19675,2402,2024-09-14,4,3688,25.1,474,2026-07-25 00:18:32.317877
19676,2403,2023-08-19,5,16394,70.58,306,2026-07-25 00:18:32.317893
19677,2403,2023-09-18,12,27210,146.91,111,2026-07-25 00:18:32.317929
19678,2403,2023-10-18,23,17253,49.8,382,2026-07-25 00:18:32.317941
19679,2403,2023-11-17,24,17085,187.75,466,2026-07-25 00:18:32.317967
19680,2403,2023-12-17,22,11945,158.93,229,2026-07-25 00:18:32.317982
19681,2403,2024-01-16,10,23685,70.42,423,2026-07-25 00:18:32.318011
19682,2403,2024-02-15,23,24694,162.35,441,2026-07-25 00:18:32.318022
19683,2403,2024-03-16,10,19956,44.75,112,2026-07-25 00:18:32.318032
19684,2403,2024-04-15,19,25253,180.43,317,2026-07-25 00:18:32.318122
19685,2404,2025-01-13,2,4322,5.43,43,2026-07-25 00:18:32.318180
19686,2404,2025-02-12,4,1156,13.66,425,2026-07-25 00:18:32.318203
19687,2404,2025-03-14,2,3279,33.07,191,2026-07-25 00:18:32.318212
19688,2404,2025-04-13,3,2269,9.13,19,2026-07-25 00:18:32.318221
19689,2404,2025-05-13,4,1267,34.16,177,2026-07-25 00:18:32.318229
19690,2404,2025-06-12,4,3411,31.79,67,2026-07-25 00:18:32.318236
19691,2404,2025-07-12,5,561,27.64,258,2026-07-25 00:18:32.318248
19692,2405,2024-03-08,3,4785,24.6,157,2026-07-25 00:18:32.318260
19693,2405,2024-04-07,2,2850,21.86,480,2026-07-25 00:18:32.318286
19694,2405,2024-05-07,2,4145,5.17,183,2026-07-25 00:18:32.318295
19695,2405,2024-06-06,5,2393,9.12,418,2026-07-25 00:18:32.318304
19696,2405,2024-07-06,4,2042,23.76,89,2026-07-25 00:18:32.318335
19697,2405,2024-08-05,4,2934,23.95,470,2026-07-25 00:18:32.318344
19698,2405,2024-09-04,5,3106,33.25,42,2026-07-25 00:18:32.318353
19699,2405,2024-10-04,1,1115,12.82,475,2026-07-25 00:18:32.318371
19700,2406,2023-10-10,23,28408,144.44,290,2026-07-25 00:18:32.318388
19701,2406,2023-11-09,3,21018,165.86,201,2026-07-25 00:18:32.318396
19702,2406,2023-12-09,1,15948,79.39,375,2026-07-25 00:18:32.318404
19703,2406,2024-01-08,7,25086,141.44,175,2026-07-25 00:18:32.318439
19704,2406,2024-02-07,1,15142,159.7,395,2026-07-25 00:18:32.318450
19705,2406,2024-03-08,16,9701,103.34,312,2026-07-25 00:18:32.318459
19706,2407,2025-01-17,25,19943,68.16,57,2026-07-25 00:18:32.318471
19707,2407,2025-02-16,11,15285,68.96,89,2026-07-25 00:18:32.318479
19708,2407,2025-03-18,18,19609,116.93,28,2026-07-25 00:18:32.318488
19709,2407,2025-04-17,7,21073,90.18,276,2026-07-25 00:18:32.318498
19710,2407,2025-05-17,2,27745,49.72,21,2026-07-25 00:18:32.318506
19711,2407,2025-06-16,1,19875,89.97,324,2026-07-25 00:18:32.318526
19712,2407,2025-07-16,11,18918,163.56,379,2026-07-25 00:18:32.318551
19713,2407,2025-08-15,9,26794,185.43,260,2026-07-25 00:18:32.318560
19714,2407,2025-09-14,22,25511,172.82,418,2026-07-25 00:18:32.318568
19715,2407,2025-10-14,17,22388,101.02,130,2026-07-25 00:18:32.318577
19716,2407,2025-11-13,1,10630,124.75,29,2026-07-25 00:18:32.318585
19717,2407,2025-12-13,19,5357,101.18,193,2026-07-25 00:18:32.318594
19718,2408,2023-08-03,1,7031,182.41,105,2026-07-25 00:18:32.318611
19719,2408,2023-09-02,12,8801,72.93,213,2026-07-25 00:18:32.318621
19720,2408,2023-10-02,24,23391,189.84,440,2026-07-25 00:18:32.318630
19721,2408,2023-11-01,10,22228,77.3,314,2026-07-25 00:18:32.318638
19722,2408,2023-12-01,18,21354,96.73,483,2026-07-25 00:18:32.318702
19723,2408,2023-12-31,3,21924,81.82,493,2026-07-25 00:18:32.318715
19724,2408,2024-01-30,12,18643,146.63,121,2026-07-25 00:18:32.318723
19725,2409,2025-04-16,3,2551,36.75,59,2026-07-25 00:18:32.318736
19726,2409,2025-05-16,1,4497,14.72,321,2026-07-25 00:18:32.318746
19727,2409,2025-06-15,5,1040,22.89,13,2026-07-25 00:18:32.318790
19728,2409,2025-07-15,3,4122,28.21,32,2026-07-25 00:18:32.318831
19729,2410,2023-05-10,24,25987,63.22,117,2026-07-25 00:18:32.318850
19730,2410,2023-06-09,1,23922,118.79,379,2026-07-25 00:18:32.318859
19731,2410,2023-07-09,21,23579,111.29,288,2026-07-25 00:18:32.318868
19732,2410,2023-08-08,20,8835,99.45,95,2026-07-25 00:18:32.318887
19733,2410,2023-09-07,2,8288,105.12,353,2026-07-25 00:18:32.318896
19734,2410,2023-10-07,20,19341,118.75,454,2026-07-25 00:18:32.319042
19735,2410,2023-11-06,8,13196,94.35,354,2026-07-25 00:18:32.319062
19736,2410,2023-12-06,17,26017,42.09,100,2026-07-25 00:18:32.319071
19737,2410,2024-01-05,17,14261,89.88,166,2026-07-25 00:18:32.319153
19738,2410,2024-02-04,20,22002,175.41,181,2026-07-25 00:18:32.319167
19739,2410,2024-03-05,11,15338,134.38,23,2026-07-25 00:18:32.319176
19740,2411,2023-12-07,2,4063,18.09,84,2026-07-25 00:18:32.319189
19741,2411,2024-01-06,4,1120,14.5,412,2026-07-25 00:18:32.319199
19742,2411,2024-02-05,2,1711,24.13,214,2026-07-25 00:18:32.319208
19743,2412,2023-01-27,55,141439,792.28,106,2026-07-25 00:18:32.319220
19744,2412,2023-02-26,41,132644,228.73,389,2026-07-25 00:18:32.319229
19745,2412,2023-03-28,95,40149,685.2,59,2026-07-25 00:18:32.319256
19746,2412,2023-04-27,94,137035,247.68,431,2026-07-25 00:18:32.319267
19747,2412,2023-05-27,99,93933,520.01,92,2026-07-25 00:18:32.319277
19748,2412,2023-06-26,86,38650,576.89,56,2026-07-25 00:18:32.319289
19749,2412,2023-07-26,35,38369,360.42,27,2026-07-25 00:18:32.319297
19750,2412,2023-08-25,62,127850,515.14,104,2026-07-25 00:18:32.319306
19751,2412,2023-09-24,70,98221,882.74,185,2026-07-25 00:18:32.319330
19752,2412,2023-10-24,66,93044,466.37,378,2026-07-25 00:18:32.319341
19753,2413,2023-06-21,46,134478,248.66,113,2026-07-25 00:18:32.319353
19754,2413,2023-07-21,15,122556,529.54,81,2026-07-25 00:18:32.319363
19755,2413,2023-08-20,50,58506,370.2,167,2026-07-25 00:18:32.319371
19756,2413,2023-09-19,17,82521,271.7,336,2026-07-25 00:18:32.319380
19757,2413,2023-10-19,90,69912,492.24,331,2026-07-25 00:18:32.319403
19758,2413,2023-11-18,36,112128,332.29,339,2026-07-25 00:18:32.319414
19759,2413,2023-12-18,14,103675,636.07,78,2026-07-25 00:18:32.319424
19760,2413,2024-01-17,55,37703,696.67,99,2026-07-25 00:18:32.319434
19761,2413,2024-02-16,64,80877,321.22,165,2026-07-25 00:18:32.319444
19762,2413,2024-03-17,99,69108,404.3,405,2026-07-25 00:18:32.319454
19763,2413,2024-04-16,52,32898,655.07,63,2026-07-25 00:18:32.319464
19764,2413,2024-05-16,92,45221,482.34,295,2026-07-25 00:18:32.319476
19765,2413,2024-06-15,31,90464,896.99,294,2026-07-25 00:18:32.319484
19766,2414,2023-08-05,62,149946,706.62,198,2026-07-25 00:18:32.319497
19767,2414,2023-09-04,56,141168,235.2,257,2026-07-25 00:18:32.319506
19768,2414,2023-10-04,83,34243,453.88,135,2026-07-25 00:18:32.319516
19769,2414,2023-11-03,99,121189,554.38,492,2026-07-25 00:18:32.319525
19770,2414,2023-12-03,43,50279,384.36,376,2026-07-25 00:18:32.319534
19771,2414,2024-01-02,77,37957,747.85,409,2026-07-25 00:18:32.319560
19772,2414,2024-02-01,83,110191,251.66,315,2026-07-25 00:18:32.319570
19773,2414,2024-03-02,22,122314,367.19,123,2026-07-25 00:18:32.319579
19774,2414,2024-04-01,68,76681,574.1,247,2026-07-25 00:18:32.319588
19775,2414,2024-05-01,38,70339,638.23,160,2026-07-25 00:18:32.319597
19776,2414,2024-05-31,86,134961,458.57,499,2026-07-25 00:18:32.319606
19777,2414,2024-06-30,64,115332,487.69,400,2026-07-25 00:18:32.319648
19778,2414,2024-07-30,62,114100,632.42,32,2026-07-25 00:18:32.319690
19779,2414,2024-08-29,72,91228,630.63,309,2026-07-25 00:18:32.319741
19780,2414,2024-09-28,5,89853,630.49,331,2026-07-25 00:18:32.319783
19781,2414,2024-10-28,48,128126,245.34,97,2026-07-25 00:18:32.319797
19782,2414,2024-11-27,31,122148,406.2,280,2026-07-25 00:18:32.319807
19783,2415,2025-05-06,24,17516,64.15,453,2026-07-25 00:18:32.319822
19784,2415,2025-06-05,4,16001,90.92,46,2026-07-25 00:18:32.319831
19785,2415,2025-07-05,17,26639,195.4,54,2026-07-25 00:18:32.319881
19786,2415,2025-08-04,23,25249,192.22,413,2026-07-25 00:18:32.320199
19787,2415,2025-09-03,2,9398,142.34,339,2026-07-25 00:18:32.320289
19788,2415,2025-10-03,2,19376,198.43,414,2026-07-25 00:18:32.320302
19789,2415,2025-11-02,5,12538,99.79,288,2026-07-25 00:18:32.320349
19790,2415,2025-12-02,22,7750,161.6,362,2026-07-25 00:18:32.321615
19791,2416,2023-03-28,5,4371,27.73,65,2026-07-25 00:18:32.321638
19792,2416,2023-04-27,3,4422,8.27,36,2026-07-25 00:18:32.321648
19793,2416,2023-05-27,1,1953,8.76,128,2026-07-25 00:18:32.321657
19794,2416,2023-06-26,5,3802,5.53,379,2026-07-25 00:18:32.321666
19795,2416,2023-07-26,2,4627,11.09,13,2026-07-25 00:18:32.321675
19796,2416,2023-08-25,3,3060,25.93,56,2026-07-25 00:18:32.321684
19797,2417,2024-08-09,6,24501,184.26,415,2026-07-25 00:18:32.321696
19798,2417,2024-09-08,14,13851,44.07,385,2026-07-25 00:18:32.321705
19799,2417,2024-10-08,5,21461,175.7,259,2026-07-25 00:18:32.321713
19800,2417,2024-11-07,19,16550,180.99,474,2026-07-25 00:18:32.321722
19801,2417,2024-12-07,15,25263,65.71,209,2026-07-25 00:18:32.321731
19802,2417,2025-01-06,5,15339,158.74,187,2026-07-25 00:18:32.321741
19803,2417,2025-02-05,11,16042,98.14,268,2026-07-25 00:18:32.321751
19804,2418,2025-12-25,13,5426,179.89,111,2026-07-25 00:18:32.321764
19805,2418,2026-01-24,3,26902,140.3,204,2026-07-25 00:18:32.321773
